mel_mean_0,mel_mean_1,mel_mean_2,mel_mean_3,mel_mean_4,mel_mean_5,mel_mean_6,mel_mean_7,mel_mean_8,mel_mean_9,mel_mean_10,mel_mean_11,mel_mean_12,mel_mean_13,mel_mean_14,mel_mean_15,mel_mean_16,mel_mean_17,mel_mean_18,mel_mean_19,mel_mean_20,mel_mean_21,mel_mean_22,mel_mean_23,mel_mean_24,mel_mean_25,mel_mean_26,mel_mean_27,mel_mean_28,mel_mean_29,mel_mean_30,mel_mean_31,mel_mean_32,mel_mean_33,mel_mean_34,mel_mean_35,mel_mean_36,mel_mean_37,mel_mean_38,mel_mean_39,mel_mean_40,mel_mean_41,mel_mean_42,mel_mean_43,mel_mean_44,mel_mean_45,mel_mean_46,mel_mean_47,mel_mean_48,mel_mean_49,mel_mean_50,mel_mean_51,mel_mean_52,mel_mean_53,mel_mean_54,mel_mean_55,mel_mean_56,mel_mean_57,mel_mean_58,mel_mean_59,mel_mean_60,mel_mean_61,mel_mean_62,mel_mean_63,mel_std_0,mel_std_1,mel_std_2,mel_std_3,mel_std_4,mel_std_5,mel_std_6,mel_std_7,mel_std_8,mel_std_9,mel_std_10,mel_std_11,mel_std_12,mel_std_13,mel_std_14,mel_std_15,mel_std_16,mel_std_17,mel_std_18,mel_std_19,mel_std_20,mel_std_21,mel_std_22,mel_std_23,mel_std_24,mel_std_25,mel_std_26,mel_std_27,mel_std_28,mel_std_29,mel_std_30,mel_std_31,mel_std_32,mel_std_33,mel_std_34,mel_std_35,mel_std_36,mel_std_37,mel_std_38,mel_std_39,mel_std_40,mel_std_41,mel_std_42,mel_std_43,mel_std_44,mel_std_45,mel_std_46,mel_std_47,mel_std_48,mel_std_49,mel_std_50,mel_std_51,mel_std_52,mel_std_53,mel_std_54,mel_std_55,mel_std_56,mel_std_57,mel_std_58,mel_std_59,mel_std_60,mel_std_61,mel_std_62,mel_std_63,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,spec_centroid,spec_rolloff,spec_bandwidth,zero_crossing_rate,rms,start,end,time_center,abs_start,abs_end,abs_time_center,label,participant
-25.83166,-27.33112,-31.186403,-36.293694,-47.45009,-50.705635,-52.66302,-57.899532,-61.42083,-62.35118,-62.92202,-61.133003,-60.61549,-63.790268,-65.1784,-65.10321,-65.78585,-66.83265,-67.14261,-68.424866,-67.71315,-66.608955,-67.97671,-70.12901,-71.20344,-71.923,-72.03409,-73.792114,-75.99729,-77.775215,-76.41707,-76.78816,-78.034386,-78.52157,-79.192795,-80.982185,-81.61761,-82.80588,-83.52536,-84.16,-86.34478,-88.03116,-89.293724,-89.61289,-90.18172,-90.645515,-90.21182,-89.68218,-89.23539,-88.80438,-89.14879,-90.000175,-89.12383,-87.7608,-87.26738,-86.46194,-86.294685,-86.38065,-86.82507,-87.514725,-88.137436,-88.42608,-88.72359,-91.768654,3.2033408,3.34457,2.7609856,3.0228112,3.103712,2.9883316,3.4765587,2.973406,3.494727,3.514518,3.3806324,3.582845,3.1817365,2.9663734,2.924075,3.2660756,3.4346678,3.0359428,3.1365604,3.099455,3.1023195,3.0680091,2.918266,2.8166559,2.887291,2.8701313,2.9301598,2.9831946,2.881867,2.9264133,2.623845,2.580388,2.4585028,2.604696,2.559415,2.674431,2.6341224,2.5343523,2.6044397,2.585609,2.7520072,2.9667654,3.00405,3.0649612,3.2521198,3.684756,3.9109795,4.1365056,4.53913,4.215999,4.006408,4.12416,4.433738,4.7566953,5.461214,5.9180436,6.075832,5.9966154,5.8377504,5.5708976,5.1478424,4.6549916,4.2756233,4.245854,-592.8921,114.649895,38.353386,13.887541,26.242044,20.689892,12.683336,18.451887,7.8164253,8.253304,6.5257864,8.100406,2.13636,16.350088,13.114948,6.6575346,3.959395,3.6069703,3.647844,4.239383,3.567212,3.7630231,3.4585028,3.3427808,2.9313824,3.1369941,0.3345236,0.35230738,0.46519995,0.6554341,0.93665516,0.8331516,0.47462684,0.40707988,0.3718117,0.3547331,0.3293582,0.33292192,0.21851447,0.18757972,0.2137253,0.18948533,0.11375613,0.16247752,0.16975248,0.22480628,0.21385437,0.23345399,0.204737,0.21054676,432.5836977888038,334.01445357816124,1314.0733501731975,0.009116471505220417,0.0014381547,330.0,340.0,335.0,340.0,350.0,345.0,pranayama,P3
-25.667063,-27.027685,-30.720984,-36.009525,-47.292442,-51.024044,-52.976387,-58.43487,-61.633904,-62.254494,-62.49769,-61.190563,-61.01652,-64.32968,-65.5595,-65.34885,-66.11951,-66.60139,-67.04204,-68.95383,-67.957726,-66.56582,-68.0412,-70.43485,-71.55484,-72.068794,-72.64095,-74.29626,-76.49503,-78.21996,-76.92924,-77.13743,-78.46509,-78.976326,-79.74394,-81.30816,-81.764534,-82.929924,-83.836,-84.45544,-86.81043,-88.231445,-89.5119,-89.96451,-90.60056,-91.487686,-91.245705,-90.699425,-90.10724,-89.57238,-89.9902,-90.97832,-89.89641,-88.522316,-88.04321,-87.1879,-87.03536,-87.30918,-87.56444,-88.24976,-88.766426,-89.07322,-89.36741,-92.440544,3.3591006,3.3570528,2.541079,2.9398777,3.1865487,3.012791,3.4326775,3.1601143,3.132914,3.28123,3.1948602,3.29998,3.086192,3.1166608,3.0467753,3.0057158,3.4039426,3.0476093,3.264017,2.9752083,3.1193576,3.2084894,2.8980832,2.7874923,2.7758353,2.7982075,2.8382256,2.7869542,3.0813088,3.1077676,2.5147245,2.3623924,2.4253852,2.295332,2.3589382,2.6357956,2.7131789,2.351842,2.6038616,2.4911652,2.7526915,2.8202786,2.7345045,2.9660866,2.8764284,3.2016263,3.3975937,3.615535,4.025051,3.8708,3.5641234,3.7863238,3.7652032,4.136617,5.222518,5.583927,5.7015862,5.601336,5.4793825,5.360379,4.9939156,4.497261,4.1980224,4.0139527,-596.0223,116.79064,38.342632,14.229301,26.73787,20.3253,13.423266,18.970654,7.5774474,8.35865,6.7296486,8.139613,2.6359725,15.018671,12.284258,5.730618,4.2439637,3.29775,3.346465,3.8070219,3.1873758,3.7174938,3.6091096,3.340104,3.2116358,3.1142812,0.33759645,0.35515922,0.4663376,0.6430369,0.93066174,0.8386676,0.46795675,0.38661733,0.3641544,0.36182266,0.3347769,0.33698082,0.2083076,0.18214145,0.21419969,0.19959511,0.12591557,0.15530239,0.16114052,0.22794661,0.22145674,0.24138404,0.2068702,0.20625594,403.35982191719387,310.90747806699534,1251.124185480213,0.009621746302204177,0.0014772329,340.0,350.0,345.0,350.0,360.0,355.0,pranayama,P3
-25.722103,-27.137009,-30.947685,-35.99054,-47.346813,-50.55052,-52.52577,-57.290874,-60.754395,-61.537132,-61.9733,-60.48191,-60.541946,-63.75758,-65.31636,-65.130394,-65.374115,-66.343704,-66.764725,-68.46521,-67.71665,-66.48183,-67.97414,-70.30761,-71.16974,-71.70927,-72.15436,-73.805855,-75.894714,-77.360664,-75.96703,-76.23935,-77.51615,-78.216324,-78.882484,-80.576294,-80.99835,-82.37045,-83.27226,-84.23609,-86.175354,-87.54423,-89.03119,-89.34384,-89.987915,-90.529076,-90.04534,-89.80549,-89.129776,-88.650856,-89.13608,-90.05984,-88.83081,-86.763794,-85.50531,-84.43837,-84.477325,-84.96724,-85.4778,-86.49065,-87.403824,-87.915115,-88.46435,-91.767075,3.336467,3.6161501,2.9350362,3.065628,3.165209,2.9082873,3.4976933,3.492713,4.0288,4.288242,3.829261,3.5132751,3.2216685,3.4439232,3.3803244,3.2817945,3.453485,3.2550921,3.3450277,3.164571,3.1951182,3.279028,3.2953482,3.1423452,3.0220642,3.036733,2.9612656,3.228616,3.387983,3.5781372,2.874596,3.0926323,3.2058332,3.0567203,3.0523803,3.320249,3.2188118,2.919045,3.2523425,2.955795,3.086823,3.3943396,3.2542858,3.315017,3.3619475,3.9158642,4.376864,4.3532486,4.8901615,5.088762,4.600033,4.7376394,4.8702083,5.725561,7.034966,7.5128226,7.4095435,7.127201,6.791072,6.6030293,6.0676084,5.489389,4.9125257,4.520641,-589.8428,113.357544,39.651474,13.442477,26.76634,20.33191,11.21344,19.431234,6.482902,9.202952,5.2662206,8.6471,2.4032817,21.235352,13.968641,7.2037754,4.7802134,3.9482617,3.7140079,4.8917904,3.5970862,4.2892637,3.6741347,3.9143753,3.532972,3.364458,0.31821373,0.34366545,0.46233794,0.643367,0.92788404,0.8406388,0.47189796,0.39017296,0.35863107,0.34821278,0.31568584,0.31563407,0.19939822,0.17923729,0.22456965,0.20699811,0.12103616,0.16100526,0.17331466,0.23914579,0.22250804,0.23122878,0.19929238,0.2014201,482.5563047164698,398.9388096360209,1404.6728548022763,0.010150812064965197,0.001460707,350.0,360.0,355.0,360.0,370.0,365.0,pranayama,P3
-25.951036,-27.517164,-30.952549,-35.98841,-47.281727,-50.57414,-52.64202,-58.092552,-61.21834,-62.133846,-62.860798,-61.579605,-61.162632,-64.38447,-65.69899,-65.507675,-66.07975,-67.249725,-67.284836,-68.58534,-67.60304,-66.570465,-68.51141,-70.67114,-71.60498,-72.24657,-72.85676,-74.60159,-76.73328,-78.06114,-76.67423,-77.33122,-78.75624,-79.10333,-79.71515,-81.49538,-81.91143,-83.13033,-84.18629,-84.79008,-87.00805,-88.57175,-89.844284,-90.347755,-91.4288,-92.203705,-91.99306,-91.518074,-90.98962,-90.26403,-90.618935,-91.6941,-90.7139,-89.43105,-88.66589,-87.66583,-87.45651,-87.75015,-88.34259,-88.983215,-89.58827,-89.98298,-90.4781,-93.74618,3.3730488,3.686704,2.8583403,2.9389472,3.263709,3.0158074,3.2917583,3.1447659,3.244429,3.504895,3.0597143,3.3415112,2.8731456,2.7122252,3.2452815,3.3358488,2.9584932,3.2061841,3.2296536,2.7126346,2.931221,3.0783126,2.9702735,2.8819356,2.8313348,2.65982,2.8307261,2.8654482,3.2440412,3.0336025,2.4919963,2.433943,2.3728302,2.2437406,2.284385,2.5762928,2.6705794,2.2625444,2.6175086,2.5158496,2.6019275,2.6103544,2.4910474,2.4697456,2.3146992,2.3777485,2.7362287,2.8804338,3.1992254,3.2808578,2.7990763,2.8973975,2.7749424,3.4965816,4.786184,5.274742,5.4596014,5.25026,4.972304,4.612452,4.131212,3.4517016,3.0026085,2.6912193,-598.5733,119.08078,37.527916,14.373582,27.05529,20.191614,12.931449,19.212763,6.7825394,8.181338,5.89498,7.8182697,2.4257836,12.60162,10.146114,5.254107,4.0172434,3.3765264,3.466535,3.8333695,3.5665586,3.7244413,3.63138,3.2442577,3.121354,3.2455826,0.3265616,0.34647104,0.46006763,0.66945916,0.9471921,0.83033687,0.44929338,0.38536465,0.37068954,0.36653227,0.345359,0.33675808,0.20790868,0.1827317,0.21538691,0.17793968,0.10684268,0.15249936,0.16547434,0.22185253,0.21541221,0.22584729,0.20517036,0.20622315,386.1590331132601,285.3524121773492,1208.9706105729201,0.009080218604988399,0.0014218737,360.0,370.0,365.0,370.0,380.0,375.0,pranayama,P3
-26.053795,-27.505585,-30.955431,-35.99272,-47.069633,-50.343464,-52.172768,-57.235844,-60.1372,-61.008045,-61.767273,-60.604897,-60.090183,-63.489223,-65.17049,-65.12636,-65.69293,-66.6096,-66.952805,-68.45774,-67.66957,-66.49169,-67.84037,-70.077515,-71.12198,-71.870384,-72.32833,-73.83031,-75.644394,-76.90525,-75.79267,-76.27628,-77.65423,-78.1401,-79.006134,-80.0842,-80.73354,-81.94788,-82.59819,-83.64095,-85.44533,-86.84018,-88.277954,-88.86146,-89.54073,-90.19185,-89.67925,-88.88936,-88.0423,-87.53552,-88.21295,-89.21406,-88.38678,-86.46832,-84.89385,-83.54267,-83.204216,-83.58787,-84.28676,-85.37448,-86.166916,-87.14845,-87.80021,-90.95506,3.374194,3.5582435,2.7906346,3.073701,3.006312,2.8285701,3.3724878,3.5830512,3.8986893,4.1699696,3.8023322,3.5455987,2.9783368,3.0688808,3.2029324,3.5050254,3.6734052,3.4900672,3.2856524,2.9756157,3.3936095,3.3648694,3.309619,3.2609806,3.426172,3.1245303,3.0719383,3.4471755,3.7077672,3.580098,2.8923998,3.0332294,3.213379,3.1297684,2.831862,3.5490303,3.5451453,3.330451,3.6535528,3.463836,3.7701464,4.041223,3.5907545,3.6008043,3.6806233,4.0504684,4.2348413,4.721404,5.2760425,5.2081356,4.805216,4.8818126,5.0362835,5.722003,7.2515197,7.6429167,8.009277,7.8071995,7.3562937,6.8605294,6.3545876,5.5290937,4.8299837,4.5731716,-586.8295,110.735275,40.74083,13.6905365,26.503122,19.886143,10.928132,18.986872,5.7154393,9.11597,5.1520386,8.801014,1.851233,22.56547,15.005415,6.5511637,4.965636,4.0085416,3.3787284,4.8093777,3.7273202,4.9635963,3.6698813,3.5287247,3.3356168,3.2586854,0.3391136,0.3562759,0.46219134,0.6733251,0.9508666,0.838894,0.45999935,0.4017022,0.3751953,0.36217767,0.3352801,0.33485243,0.21149309,0.18730113,0.2206006,0.18050261,0.0929505,0.14394869,0.17497157,0.22345768,0.2246914,0.23830804,0.19647554,0.20207371,524.7707540201977,476.4783252972738,1482.082179049858,0.01050654364849188,0.0014267848,370.0,380.0,375.0,380.0,390.0,385.0,pranayama,P3
-25.393993,-27.167326,-30.901451,-35.950417,-47.14522,-50.478024,-52.291817,-58.010944,-61.201847,-62.326157,-63.341316,-61.482536,-60.44678,-63.248703,-64.70996,-65.74922,-66.84625,-67.01658,-67.455765,-68.66041,-68.01358,-67.119576,-68.50013,-70.82967,-71.63,-72.35499,-73.28965,-74.58746,-76.46568,-77.77629,-76.35276,-76.52594,-77.50289,-78.23909,-79.137344,-81.21996,-81.68229,-82.69981,-83.76669,-84.39149,-86.20544,-87.96489,-88.8111,-89.073204,-89.38035,-90.315605,-89.985245,-89.57159,-89.498276,-89.04418,-89.31702,-90.382996,-89.44199,-88.254814,-87.68968,-86.9577,-86.98082,-87.29289,-87.74884,-88.35367,-88.744255,-88.802605,-89.0186,-91.88039,3.0896008,3.3941417,2.859555,3.0998113,3.1083934,2.8704767,3.3174179,3.2643135,3.4072783,3.3094566,3.0347064,3.3741355,2.9580908,3.0492883,3.5918744,3.1869144,3.147343,3.2448473,3.7461672,3.2352254,3.3603702,3.2206757,3.2103198,3.1275604,2.9243894,2.9248555,2.9667666,3.3524435,3.5934653,3.6045742,2.8798506,2.840069,3.042148,2.8596706,2.8621893,3.0325432,3.0400403,3.2644632,3.164418,3.5179324,4.115411,4.3162265,4.354041,4.6673794,5.0935383,5.1777835,5.2957106,5.3020425,5.202869,4.964193,4.690616,4.700594,4.551591,4.5348964,5.4522686,5.887381,6.107523,6.013225,5.8568583,5.589286,5.3867106,5.1494203,4.84812,4.7945204,-594.0782,115.46406,38.222313,16.162474,26.296572,20.109474,12.885425,17.995169,8.81152,8.1954775,5.9785495,8.05925,3.1271865,20.01867,15.353188,5.479249,4.348396,3.6824546,3.170712,3.5393023,3.5872388,3.4739351,3.6236675,3.3666477,3.242171,3.0723236,0.34914255,0.35936302,0.46073088,0.62400794,0.9188561,0.8640283,0.49229625,0.39308465,0.37563372,0.37813678,0.35061583,0.35239494,0.21448937,0.18682541,0.21117625,0.20960587,0.11659683,0.15387283,0.15476125,0.20881562,0.20511445,0.22106837,0.20088422,0.21085595,406.3514079061734,318.1018661180394,1247.5746575103863,0.009106275377030163,0.001497436,380.0,390.0,385.0,390.0,400.0,395.0,pranayama,P3
-26.108917,-27.250992,-30.853529,-35.99881,-47.380817,-50.69297,-52.17048,-57.65535,-60.36212,-60.9469,-62.08375,-60.45088,-59.94622,-63.233006,-64.6566,-65.46824,-65.956566,-66.16623,-66.573494,-68.15036,-67.72898,-67.09028,-68.34626,-70.14126,-70.811745,-71.58582,-72.191055,-73.528244,-75.07024,-75.55902,-74.67443,-75.08919,-76.0161,-76.75159,-77.665695,-79.13939,-79.62821,-81.07948,-81.84891,-82.09594,-83.6957,-84.90975,-85.76535,-85.81534,-85.7731,-85.5784,-84.60039,-85.204765,-85.79725,-85.60158,-86.59597,-87.31177,-86.470856,-84.801765,-83.13582,-81.97906,-81.5836,-81.841156,-83.03386,-84.09888,-84.76323,-85.454796,-86.17468,-89.25291,3.1939945,3.3083673,2.83628,2.974615,3.286905,3.2000332,3.4231672,3.2585976,3.5689468,4.0661993,3.8756402,3.4822025,2.9158854,2.9304628,3.2044475,3.1233609,3.2656858,3.24862,3.208337,2.9074292,3.2410586,3.3781865,3.3497891,3.202032,2.925506,2.978799,3.0524447,3.4390383,3.6874266,3.7324924,3.083943,3.2161877,3.777372,3.6042147,3.334859,3.41804,3.3454866,3.3066728,3.3155465,3.662743,4.1870375,4.213313,4.4044547,4.7747974,5.194015,5.6248035,6.016334,5.413178,4.737524,4.9063134,4.5571084,4.74062,4.721452,4.815035,5.787997,6.0851808,6.124317,5.980767,5.816349,5.6723933,5.423634,5.318158,5.1382546,5.063348,-578.4235,103.48799,39.71185,17.21057,24.500444,20.131811,11.692456,16.970617,7.9520593,10.193496,3.4050817,9.780157,2.2493427,20.142628,14.935119,6.451175,5.2360816,3.9258387,3.7088406,4.2885227,3.876349,3.8901856,3.8040812,4.7184806,3.828753,3.230482,0.3358893,0.34839708,0.450796,0.6467915,0.94239175,0.84714496,0.46792504,0.40584776,0.38630325,0.38017023,0.3551894,0.34673756,0.2086938,0.18671685,0.21670257,0.18315662,0.10104806,0.14954567,0.1668709,0.22631046,0.21851072,0.23327373,0.21031451,0.20783865,555.5012148946615,494.1645292560905,1552.680296787896,0.01058697977088167,0.0014174831,390.0,400.0,395.0,400.0,410.0,405.0,pranayama,P3
-25.57803,-27.314907,-30.974195,-35.79393,-47.04497,-50.670204,-52.394974,-57.594555,-60.89036,-61.93771,-62.983116,-60.88768,-59.990257,-63.054497,-64.82474,-65.97776,-66.52744,-66.90479,-67.25166,-68.8937,-68.15012,-66.62876,-68.37849,-71.25434,-71.887,-72.72889,-73.1943,-74.39336,-76.71658,-78.18814,-76.76645,-76.96365,-78.301186,-78.75464,-79.708206,-81.357124,-81.72902,-82.98009,-83.915184,-84.64872,-87.01381,-88.33569,-89.57655,-90.17662,-91.09012,-91.65176,-91.11168,-90.80322,-90.36455,-89.636314,-90.07155,-91.07677,-89.914314,-88.19884,-87.52467,-86.522766,-86.40086,-86.623276,-87.01441,-88.00568,-88.708,-89.07491,-89.44248,-92.5471,3.4985626,3.6182334,2.7540689,3.024086,3.214693,2.9910254,3.4184902,3.1872094,3.8244703,3.8042705,3.5592966,3.4836712,3.2168286,2.8821216,3.229813,3.2986617,3.4465435,3.3850148,3.3093102,2.8605175,3.2322197,3.1408172,2.9987488,3.1664827,3.3312836,3.2440064,3.146925,3.1801443,3.3032322,3.258473,2.8347418,3.0179336,3.0774055,2.8620923,2.8465807,3.3801785,3.2169166,2.9534857,3.2636995,2.9484806,3.1331959,3.3789864,3.3159504,3.1509225,3.238747,3.3836803,3.7446547,4.0080504,4.7552876,4.644008,4.309094,4.3565025,4.5907383,5.4741197,6.863586,7.556581,7.49599,7.0973644,6.6273265,6.1276336,5.488598,4.7216597,4.4217954,4.2337403,-595.62744,116.89669,39.68736,14.359298,26.86179,19.551218,11.813995,19.176292,7.1682544,8.697417,6.026018,8.375206,2.6599336,19.997923,13.943611,6.354376,4.111937,3.6333463,3.64359,4.9877114,3.924842,4.3952394,3.6324546,3.3522267,3.273795,3.2162797,0.35195953,0.3774227,0.4883475,0.70677733,0.94638145,0.80657846,0.4395554,0.39378098,0.3740748,0.3594782,0.33890727,0.3442946,0.22426686,0.20174359,0.23835635,0.18589914,0.11508679,0.16139777,0.17263359,0.21816659,0.22393931,0.23545015,0.2121373,0.21911493,433.15098424700955,372.9590750072506,1294.2270669048416,0.009440481801044084,0.001486332,400.0,410.0,405.0,410.0,420.0,415.0,pranayama,P3
-25.563732,-27.279903,-30.85546,-35.719364,-47.083977,-50.736526,-52.4634,-57.94242,-60.82171,-61.402035,-63.03115,-61.142128,-60.209633,-63.32989,-65.07181,-66.223076,-66.80981,-67.00322,-67.1921,-68.898445,-68.407425,-67.181694,-68.86197,-71.24078,-72.225655,-72.97154,-73.63787,-75.006,-77.31728,-78.105896,-76.662704,-77.15467,-78.42927,-79.25059,-80.018906,-81.536705,-81.831535,-83.285965,-84.184326,-84.979324,-87.00669,-88.44916,-89.82544,-90.448555,-91.316246,-92.15052,-92.003334,-91.42492,-90.74818,-89.92329,-90.32473,-91.62134,-90.63545,-88.95856,-88.18316,-87.29329,-87.07481,-87.31304,-87.88646,-88.62284,-89.10455,-89.63207,-90.13928,-93.484795,3.3843033,3.6159706,2.8252227,2.9877896,3.1998727,3.0166018,3.4927895,3.215699,3.4029212,3.5005183,3.2795484,3.362213,2.8560452,2.6449032,3.3001611,3.0717804,3.4498863,3.3576224,3.0510535,3.1264338,3.2618916,3.2286892,3.0216053,2.9065876,2.8423889,2.8106754,2.9312856,2.8874602,3.1165261,3.1507208,2.6717966,2.677238,2.6215534,2.4866586,2.4690049,2.5843227,2.4565475,2.2718906,2.7275317,2.6144152,2.8070705,2.9205606,2.711081,2.758208,2.6014369,2.6065514,2.8028107,3.1537461,3.3723762,3.6351805,3.2183456,3.25469,3.1071637,3.8488853,5.048127,5.3918486,5.4603357,5.2044625,4.7493396,4.469116,3.8997746,3.3130345,2.8958392,2.6976738,-598.08,118.50011,39.381916,15.029894,26.98737,19.305,11.886465,19.238367,7.202017,8.620431,5.939226,8.17082,2.8959332,13.916195,9.86872,5.201717,3.8883479,3.584477,3.6761572,3.921072,3.442396,3.9504867,3.4256976,3.638684,3.0688229,3.2026887,0.3270111,0.35668752,0.4679339,0.6776914,0.95016855,0.8324157,0.4471615,0.3816367,0.35684338,0.3448434,0.32267275,0.32407448,0.20830916,0.18918438,0.2173245,0.17576717,0.100295976,0.15043719,0.16981316,0.21296103,0.20957752,0.22400287,0.19562782,0.19972283,376.18507835488884,270.8637140189965,1203.2838562219285,0.008977124419953596,0.0014954462,410.0,420.0,415.0,420.0,430.0,425.0,pranayama,P3
-25.99831,-27.410917,-30.480488,-35.50724,-47.209534,-50.274082,-51.901096,-57.17974,-60.23903,-61.146923,-62.054447,-60.565674,-60.098793,-63.19381,-64.32948,-65.444214,-66.06283,-66.29187,-66.9546,-68.65518,-67.79959,-66.60889,-68.22769,-70.54459,-71.2447,-72.14073,-72.61272,-73.77061,-75.70229,-76.71727,-75.91753,-76.310555,-77.073,-77.89876,-78.86188,-80.07896,-80.53008,-81.913376,-82.61343,-83.59227,-85.49487,-86.80549,-88.060135,-88.26566,-89.140305,-89.728584,-89.26763,-88.5982,-87.726364,-87.293724,-87.947205,-88.76467,-87.66497,-85.64956,-83.796875,-82.53598,-82.29943,-82.67164,-83.48757,-84.47089,-85.430084,-86.32129,-86.865776,-90.261055,3.5428903,3.6009874,2.8073204,3.0725274,3.1655684,3.0680556,3.5740335,3.3485217,3.8721843,4.042906,3.959639,3.8049963,3.2222152,3.3640783,3.1967807,3.3688924,3.6911652,3.2613528,3.20438,3.2321284,3.3419547,3.3872519,3.4492571,3.1785946,3.0220008,3.0287008,3.1504667,3.437668,3.7257056,3.5643725,2.716119,2.740928,3.0780907,3.1335251,3.0761685,3.516423,3.310357,3.0080166,3.5104759,3.1913426,3.3502836,3.7166998,3.4099362,3.5802364,3.4370422,3.6298475,3.9486895,4.1753597,4.6232076,4.7071414,4.3525324,4.5082226,4.680652,5.594559,6.7885103,7.0495415,7.1652927,6.7335076,6.2202744,6.038832,5.671657,5.2789207,4.8244247,4.54454,-584.96313,108.688774,42.30556,13.671039,26.800182,19.783453,10.544041,19.367754,6.0411944,9.6709385,4.7198386,8.814481,1.9436176,20.848074,13.510922,5.9223995,4.774986,3.7612646,3.8484414,5.083166,4.0647917,4.629113,3.6167557,3.3564386,3.3623133,3.0889068,0.31085503,0.3237465,0.41890594,0.61447746,0.9294489,0.83873993,0.44984594,0.3842852,0.36497805,0.35695663,0.3248155,0.31747887,0.21517558,0.19472279,0.22826715,0.19811027,0.12229698,0.16421096,0.16841872,0.22533564,0.21918973,0.23994672,0.2122171,0.21551594,532.4783230638011,467.9849505147912,1515.2619593555821,0.010673080408932714,0.0014587956,420.0,430.0,425.0,430.0,440.0,435.0,pranayama,P3
-25.862331,-27.24895,-30.81418,-35.780502,-47.000618,-50.713078,-52.36881,-58.234955,-61.229145,-61.75959,-62.913437,-61.116104,-60.585983,-63.460945,-64.86242,-66.18794,-67.04154,-67.12428,-67.180954,-68.867615,-68.61775,-67.19296,-68.88226,-70.92131,-71.859116,-72.59062,-73.348,-75.024536,-77.047134,-78.16291,-76.82975,-77.09567,-78.232254,-78.99244,-79.736565,-81.49006,-81.907684,-83.34061,-84.12515,-84.89095,-87.120865,-88.578705,-89.720726,-90.12809,-90.81967,-91.40911,-91.084206,-90.81446,-90.484474,-89.94079,-90.23832,-91.36541,-90.4302,-88.91885,-88.224434,-87.448364,-87.313965,-87.657005,-88.268745,-88.82413,-89.35265,-89.744316,-89.90265,-92.99574,3.308332,3.6340368,2.8718717,3.151182,3.1868758,2.9992812,3.5739102,2.9218092,3.3311841,3.4780574,3.014941,3.5062726,3.0931265,2.796826,3.1038697,2.8406308,3.124776,2.9845185,3.1205542,2.9737868,3.1779094,3.022723,2.935106,2.5524971,2.6481874,2.7576969,2.8470972,2.9418552,3.0186245,2.8977284,2.5717683,2.5771136,2.512855,2.3318634,2.1998513,2.5697386,2.566735,2.4000063,2.501065,2.634727,2.5037165,2.672214,2.7406943,2.9450412,2.7874312,3.0676777,3.1507118,3.1932535,3.4023237,3.3476257,3.159296,3.1094851,3.0779192,3.517387,4.466961,4.691556,4.720767,4.4724727,4.097036,3.878674,3.5362406,3.0938327,2.893191,2.9697506,-597.67834,118.018265,38.733646,15.436986,26.64851,19.799648,12.3157625,18.498333,7.805032,8.300957,6.091019,8.353435,2.8465602,13.110729,9.375253,4.688506,3.5056384,3.5434422,3.5890203,3.7845511,3.3335836,3.689422,3.2986946,3.3020844,2.8470643,2.9025402,0.3046701,0.3479384,0.4824609,0.6963226,0.94945234,0.830201,0.43853357,0.36794567,0.34056532,0.3294114,0.3067229,0.30207354,0.19673543,0.18262732,0.22522186,0.17457177,0.10684947,0.15414667,0.1717642,0.22633164,0.21439284,0.21827656,0.1901136,0.19002552,376.6724732453083,269.1400585484339,1200.8951153762205,0.00925581859048724,0.0014596235,430.0,440.0,435.0,440.0,450.0,445.0,pranayama,P3
